movieId,actorId,character
0003820,0485770,Giles the Prime Ministers Secretary
0003822,0034454,
0003822,0148546,
0003822,0320817,
0003822,0704158,
0003825,0068213,Matthew Crosby
0003825,0241867,Louis Stolbeck
0003825,0338824,Reginald Crosby
0003830,0138272,Detective Craig
0003830,0822060,Bob Brierly
0003830,0035187,James Dalton
0003830,0123679,Banker Gibson
0003832,0097421,
0003836,0097421,
0003838,0311375,Lt. Dubois
0003838,0909825,The Adopted Son
0003838,0071758,Bel Khan - Son of Achmed
0003838,0167144,Sheik Achmed
0003840,0780869,Doc
0003840,0098310,Bill Travers
0003840,0149477,Eastman
0003854,0108653,Dawson
0003854,0823633,Steve Braddock
0003854,0337083,Slim Grayson
0003854,0382954,Kenyon Phillips
0003854,0421041,Rawhide
0003856,0909492,Valance Chandler
0003856,0913094,James Jim Gresham
0003856,0562805,Carson Baylis
0003856,0741852,Andrew Martin
0003856,0354925,Jim
